,text,class
21,Need a little extra #Amazon spending money? Enter to #Win a $5.00 gift code @saysmesaysmom in the #LifesABeach. Giveaway Hop Ends 6/4. //saysmesaysmom.blogspot.com/2019/05/giveaway-win-500-amazon-gift-code-in.html,win
22,"Go against the odds,"" get crowned,""#Win.
#peace",win
23,I entered to #WIN $15 e-gift card to the store of my choice from @RaisingMy5Sons //raisingmy5sons.com/sweet-goodness-giveaway-hop/,win
24,@Patriots build around @TomBrady the @dallascowboys should build around @dak #WIN,win
25,"Ans--- C)  Mustard oil

#ContestAlert #Join #Participate #Win #Tag #Share #Follow #NanoNine #Diwali #Contest @NanoNineOnline
Following on all platforms
@khushboo_khetan @Anusure40893798 @aakash_beast786
@karan875 @kmudgal101187 @Dev7Vatsa
@Vandana45086528",win
26,#Win one of two Keep Your Jewels Jolly kits from Ballsy and @Mdub70deuce (US) ends 12/20 #holidaygiftguide #giveaway #ad //www.obviously-marvelous.com/2019/12/06/obviously-holiday-help-men-feel-fresh-with-ballsy-giveaway-12-20/,win
27,#win. See I have not forgotten to enter,win
28,Delightful giveaway. xxx #Giveaway #Win #FreebieFriday #Competition #WoodsofWindsor #WoodsofWindsorUK #BathGel #ShowerGel,win
29,Love some much needed tlc x #WIN,win
30,"I like them because they are unique and comfortable!

Great prize! Thanks for the competition.   

#oddlydifferent #unitedoddsocks #win #competition",win
31,Enter to win an #Amazon $25 Gift card! w/ @conservamome Open to US &amp; CAN #win //conservamome.com/25-amazon-gift-card-giveaway-ends-8-18/,win
32,Enter for a chance to #win the new  Wild Safari Cat Tent from @TripleTStudios and @TheTiniestTiger //conservationcubclub.com/2019/08/new-wild-safari-cat-tent-giveaway/,win
33,The Sound Of Music  #WIN,win
34,Great prize! Thanks for the competition.  #win,win
35,My son would love this for college. #win @MarieCrawley8,win
36,Enter for a chance to #win the new Cat Paw Bangle from @TripleTStudios and @TheTiniestTiger //conservationcubclub.com/2019/06/cat-paw-bangle-giveaway/,win
37,Enter to #win hypo-allergenic pillow with  @headleveler : Junior Pillow + Custom Pillow case ($83.85) @Canada_deal //dealsandfree.blogspot.com/2019/12/headleveler-junior-pillow-giveaway-2019.html,win
38,On my Christmas wish list! #win ,win
39,@thadbrown7 #gartlands team wins the #sunyac #oswegolakers #win #mensbasketball,win
40,"2/4 Another WINNING Day 

+$1,600

+1.6 Units

53% ROI
#sports #profit #betting #WINNER #RESULTS #ROI #WIN #freebets #bets #sportsbetting @TheCousinSal @StanfordSteve82 @RJinVegas @chadmillman @Brendan_POOTS @Priomha @brentmusburger",win
41,"I'd be delighted To #WIN this adorable succulent planter for your kitchen counter,. Followed and retweeted . @nadmarnad",win
42,Back To School Fun For Little Ones #Giveaway Ends 9/5 @s8r8l33 @NCircle #giveaway #win #kids #contest //saraleesdealsstealsgiveaways.com/back-to-school-fun-for-little-ones-giveaway/,win
43,"RT @Miniuforkids
It's #FreebieFriday : LIKE, FOLLOW & RT for a chance to #win a Mini U for Kids Fairy Dust moisturising body cream with sparkles, plus a Mini Styler for little hands - the perfect first brush for children. (Closes midnight 18.01.19)",win
44,"In need of a treat? We've got just the thing. Today we're giving away an exclusive LiB makeup bag filled with 9 beauty products handpicked by our Editor @jemlamble  Follow & RT to #win. UK only, ends 24 Feb at midnight. T&C's apply. #FreebieFriday #LoveLiB",win
45,"a life less ordinary! goldfinger! girl from mars! in fact, all of them!!  i would also love love love to hear 'innocent smile' live again. one of my faves :) #win fingers crossed! xx",win
46,"WELL HELLO #FreebieFriday!  We’ve got some delightfully delicious @JimBeam treats up for grabs! Just follow and RT to be in to #win! 

Ts&Cs apply. Winner will be announced on 26.02.19. #GoodLuck #Competition",win
47,That was sooooo close. But it’s a #win #dodgersWin,win
48,True #win #pillow #sleep,win
49,"Please count me in, thankyou #Gin #Competition #Win",win
50,Guy Fawkes #Win #Competition ,win
51,Yes please  #win,win
52,"#Win a #TheFireKeeperRRP prize pack, including a $50 Visa gift card from @ReadRiordan and @Mdub70deuce (US) ends 10/8 @jencerv #giveaway #ad //www.obviously-marvelous.com/2019/09/17/the-fire-keeper-giveaway-10-8/",win
53,I’ve been getting many messages about what’s going on and I’m going to address this...  Blair Walsh is going to have the biggest comeback in NFL kicker history. He’ll have a even bigger year then he did in his rookie year. Make sure you pick him up in fantasy #NFL #walsh #win,win
54,#WIN The Walking Dead,win
55,Daich SpreadStone Countertop Finishing Kit #Giveaway Ends 10/7 @DaichCoatings @las930 #win #contest //www.herewegoagainready.com/daich-spreadstone-countertop-finishing-kit-giveaway/,win
56,"Enter to #win a $200 Amazon gift card from 
@SimplyGlutenFree",win
57,"COMPETITION! 
.
Your chance to win a stunning bottle of Fort Gin from The Portsmouth Distillery Co in our #competition! 
.
RT & Follow us & @pompeystill to enter!
.
#giveaway #win #gin #comp (T&Cs Apply  Closes midnight on 24/02/19)",win
58,Enter to win an #Amazon $25 Gift card! w/ @conservamome Open to US &amp; CAN #win //www.momdoesreviews.com/2019/08/23/two-winners-25-amazon-gc-us-can-ends-9-8-for-bts/,win
59,Have U entered to #win a $25 Amazon GC in the Fabulous Fall Giveaway Hop? @rn62 //tpankuch.com/2019/09/fabulous-fall-giveaway-hopends-9-30/,win
60,I'd be delighted to  #win these Too Faced 20th anniversary lipsticks & these Nivea lip balms  Followed and retweeted,win
61,That's a good #Win let us know when you receive it .,win
62,"Great! The one day the cute guy at the hospital actually notices me & even gives me a compliment on my hair is da day my hair is a flipping mess. It's yesterdays hair! All a mess, greasy & sunglasses pushing my hair back 

At least he noticed me haha  #win #messyhairdontcare",win
63,Great prize! Thanks for the competition.   @ClaireHamil123  - #competition #comp #win #winner #enter #giveaway,win
64,count me in!! #WIN #Competition #Prize,win
65,Fingers crossed #win #chromebook ,win
66,I love The Office! #WIN,win
67,PuroGamer Gaming Headset #Giveaway Ends 12/2 @PuroSoundLabs @las930 #win #contest //www.dustinnikkimommyofthree.com/2019/11/purogamer-gaming-headset-giveaway-ends-12-2.html,win
68,Ready to #WIN? RT Pretty Please #Win $50 your way!! GC? Target? Walmart? iTunes? Best Buy? PayPal? Single Blog #Giveaway! 12/31 //www.peanutbutterandwhine.com/giveaway-50-your-way-december-2019/,win
69,Wonderful! #MayThe4thBeWithYou! #WIN #STARWARS-THEMED,win
70,Kids really want you to #win this NCircle The New Adventures of Gumby The 1980s Volume 2 or Octonauts Season 3 With Speeder Toys DVD #Giveaway Ends 9/5 @NCircle @las930 @s8r8l33 #winning #contest #giveaway,win
71,A hot dog is not a sandwich #Win,win
72,"Yes please I'd absolutely love one 
@Nattaylor777 come enter  #win",win
73,This would be a real treat after overspending during the festive period #WIN,win
74,Excited much #WIN #MORTALKOMBAT-themed #XBOXONE,win
75,thanks #WIN #WinItWednesday #FreebieFriday,win
76,Enter to #win a #1stgrade #book #prize package valued over $80! #giveaway #homeschool #homeschooling #books //thatbaldchick.com/homeschooling-1st-grade/,win
77,"#win my favourite tv show is Scrubs, sadly I know every word to every episode!",win
78,Enter to #win A City Through Time and A Street Through Time! Great way to learn history! #DKCanada#GlimpseReviews  #giveaway ends 10/28 //glimpsereviews.com/2019/10/07/dk-discovery-day-a-street-city-through-time-giveaway-2-books/,win
79,"A nice vegetable lasagne.
Fantastic prize! Thank you for running the giveaway. #competition #WIN #GoodForYou",win
80,Wild In Africa Bracelets Giveaway Ends 12/4 #WearYourKarma @Wild_In_Africa @las930 #win #contest //www.dustinnikkimommyofthree.com/2019/11/wild-in-africa-bracelets-giveaway-ends-12-4.html,win
81,#Win A $25 Amazon GC from @shopwithmemama #giveaway #shopping #sweeps #holidayshopping #Amazonshopping #giftcardgiveaway #giftcard #contestalert //shopwithmemama.com/diy-peppermint-sugar-scrub-recipe/,win
82,Case  #WIN,win
83,I'd choose my grandma! She's the best ! #dominex #12DaysofGiveaways #Win,win
84,great giveaway #win #giveaway,win
85,@meridianofl  I’m RT & F for the Chance to #win your Super Staples Voucher . ,win
86,Prize-tastic :D #GroundhogDay #win #casualapparel,win
87,"good stuff, want one! Who wouldn't want this? #GIVEAWAY: #win #HowToTrainYourDragon:",win
88,I want to #win $20 Amazon Gift Card from Theresa's Mixed Nuts Luck O' The Irish #Giveaway! Ends 3/17 //www.theresasmixednuts.com/2019/03/luck-o-irish-giveaway.html,win
89,Sunny Day Welcome to the Pet Parlor DVD #Giveaway Ends 9/24 @las930 @s8r8l33 @Nickelodeon #win #contest #kids //www.javajohnz.com/2019/09/sunny-day-welcome-to-pet-parlor-dvd.html,win
90,"Value Bet #2 @ Gawler, Race 6 No 8 Hayride Rohan ($4.6 fixed, great result for us last start winning @ $9 from the same draw which he loves, only average out but great mid race acceleration, will get a chance to show it today, should shorten) #onlyatthedogs #sagreyhoundtips #win",win
91,#Competition #Win #Giveaway #PorkScratchings fantastic giveaway,win
92,Nice thank you for the chance @Ericaann711 #win,win
93,Let’s go Hawks. #Win,win
94,"Followed ALL, nfa, RTd. #AmericaFirst 
#TOGETHER w/@POTUS...WE ARE the #STORM! 
#NoFEAR BE #STRONG...BE #BRAVE...#TRUST #GOD! 
#WWG1WGA #MAGA @2020 to #WIN our #FREEDOM!
#PATRIOTS Never...EVER...give up! We #WIN! 
#BraveNewWorld #KAG",win
95,I entered to #WIN a $10 Starbucks gift card at @MandeeBlogsIt //sheblogsit.com/star-spangled-giveaway-hop/,win
96,Don't miss this AMAZING #giveaway! Enter NOW for a chance to #WIN an Yardley gift pack via #ParentClub! #giveaway #CanWin //parentclub.ca/2019/02/love-your-skin-with-yardley/,win
97,I would love to win this!#win #WalmartWednesday,win
98,Last minute bet : ARG D2 | Tigre - Deportivo Riestra | Pick : Tigre at 1.780 #betting #bet #bettingtips #football #money #sportsbetting #bettingexpert #tipster #soccer #tips #win #gambling #sport #nba #bettingsports #cash #sports,win
99,"#Competition #giveaway #WIN a £20 cineworld gift card! To be in with a chance, just follow @hyperec_HRS and retweet this post #cinima #popcorn #film #movienight #datenight #happyfriday #win #shopping  #GoGoGo
Competition ends 1/03/2019 at 10am",win
