,text,class,id
60,"Good evening to everyone except people who bring SUITCASES onto airplanes. You hold up the line, the boarding, and you take up all the overhead bin space. #travel",travel,940
61,"Serious question, why is it so much cheaper to fly from LA to Barcelona with a stop in London then flying directly to London??? #travel #idontunderstand #TravelTuesday",travel,941
62,"i really want to go back to napoli, but on the other hand i also want to go back to #Monaco Dilemma's #travel issue. and i also need to see the northem lights, to many choises and such little time in this world <3",travel,942
63,"So, I’m on my 10th @AlaskaAir flight since May as I type. Made MVP for next year. I’ve been searching for an unfriendly employee at every interaction from check in to lounge to airplane. I’ve yet to find one. In case I wasn’t clear, that’s a huge compliment. #Travel",travel,943
64,"I’m probably the greatest traveler, merchant, and explorer in the world don’t @ me
#goat #travel #hadtodoittoem #epic #traveling",travel,944
65,"#Canads  has issued a travel advisory for anyone currently in or planning to #travel to #Thailand.
Canadians should “exercise a high degree of caution” in the country as a whole but should “avoid all travel” to four southern provinces - Narathiwat, Pattani, Songkhla and Yala.",travel,945
66,Day one down. Falling asleep to the sound of the Irish wind at @cemahoney22 adorable cottage. #Dublin #Ireland #Travel #ChildhoodBestie #Relaxed,travel,946
67,"North Macedonia shares its territorial boundaries with 5 other nations; Albania, Bulgaria, Greece, Kosovo and Serbia.  #Geography #World #Maps #Globe #Travel #Education #Explore #Planet #Flags #Earth #Cartography #GeographyFacts #GeographyLion #Europe #NorthMacedonia ",travel,947
68,"#yogini #travel Women's Mesh Tank Top 
 @shakenrun @TrendLib",travel,948
69,Visiting Baltimore ? Get around free w/ Lyft - 10 free rides w/ Lyft Promo Code:  OATH #travel #uber #Lyft #free,travel,949
70,"Tour Scotland followers to visit @meekee66, @TheFifeBloke, @Edenza, @alabama_h, @bridge9118, @tompater_tom, @Ithildyn, @danaoleary71, @Fergasm, @neverbetter2012, @Deb_Is_Young, @BWRobbie, @oceanmedia, @MoeFraser, @dday247, @sefdavis, @jowilby7, @adcalendas #Travel",travel,950
71,"You never change your life until you step out of your comfort zone; change begins at the end of your comfort zone.
Roy T. Bennett... #CHANGE #confortzone #Travel #World #Africa #Ghana #bestghanatours #ourjourneydoesnotendhere #visitghana #TuesdayMotivation",travel,951
72,Aww I'm sorry. Some years it's that way. There were lots of times I couldn't go someplace like another state or country but I always at least tried to find something new near me that I'd never seen before. A park. A new small city. Something to satisfy my wanderlust  #Travel,travel,952
73,Are you writing for the @washingtonpost #travel section? Have you met @NatBCo of #bytheway at the Post? She was just in Tokyo.,travel,953
74,Juat trying to make my daily post on IG. But of course its down.  #instagramdown #instagramnotworking #Travel,travel,954
75,Ryuorb likes to explore new places...I have stumbled upon even the gates of Hell #travel #adventure,travel,955
76,South Africa borders the Indian Ocean.  #Geography #World #Maps #Globe #Travel #Education #Explore #Planet #Flags #Earth #Cartography #GeographyFacts #GeographyLion #Africa #SouthAfrica ,travel,956
77,"Day 3 in Valencia. 

Dogs. Everywhere.

Hudson is gonna love it here once he stops being homesick.

#nomad #nomadic #travel",travel,957
78,"Tour Scotland followers to visit @jcbrown02, @viclane1113, @TED3633, @KiltTilter, @Goldie52279320, @michaeltulley64, @tomoko__, @NattaliaNealls, @StephenWillms #Travel",travel,958
79,SHAME ON JAPAN #EclipseSolar2019 #괜찮아도_괜찮아 #Japan #Travel,travel,959
80,"At Faro Airport: Travellers without SunnyCars_DE car rental: 40 min to discuss extras. Me with Sunnycars_NL less than 10 minutes with a smile. Be wise, choose all-inn. (Not sponsored!) #travel",travel,960
81,"It sucks waking up early and being tired but man there’s nothing like waking up from a nap and looking out side over the clouds to experience something out of your comfort zone! 
#SeekDiscomfort #YesTheory #Travel",travel,961
82,"Well this took fucking forever.
-
-
-
#dungeonsanddragons #charactersheet #rpg #travel #traveler #digitalnomad #yoga #prettycorpseblues #ecotourism #hostel #wanderer #backpacking #guitar #bluesguitar #musician #busking #resonator #berlin",travel,962
83,"Instagram vegans be like, ""Just eat less meat, meat is killing the environment. Also check out my IG where I post pics from my #travel all around the world! """,travel,963
84,Egypt’s national holiday is Revolution Day on July 23rd.  #Geography #World #Maps #Globe #Travel #Education #Planet #Flags #Earth #Cartography #GeographyRocks #GeographyLion #Egypt ,travel,964
85,"Looks at though I’m staying an extra night in crown plaza hotel in Düsseldorf tonight. Flight got cancelled. 

I guess it’s bittersweet. Bitter due to weather issues in London and Surrey. And sweet because I’m in a five star hotel. 

Happy days it is. 
#TravelChatSA #Travel",travel,965
86,Home time! #busyweek #reallydiverse #reallyinteresting #traineesolicitor #Travel #Aviation #imincepired,travel,966
87,@CaesarsAC looking forward to our first stay! #Travel #doac,travel,967
88,"#hotelcostes,  #travel, Best hotels rates, I read everything: fiction, history, science, mathematics, biography, travel.",travel,968
89,Winter is coming! Get 20% off our Single Trip plan when you buy now! Prices start from just $9. Hurry! Offer ends 31 December 2019. #travel #sg #adventure,travel,969
90,Great stuff! That was fun. #travel ,travel,970
91,"Beautiful photo. Where was that taken? 

#travel",travel,971
92,Gone on a trip to #Japan before? Share your favourite #travel sight,travel,972
93,Jet lag is no joke it’s 1:16am here and 4:16 pm at home  my body is so confused  #Spain #Barcelona #vacation #travel #wanderer #wanderlust #restless,travel,973
94,Nice night to sit outside great weather cool night. #Kentuckynight #DispatcherLife #VacationMode #Travel,travel,974
95,Looking for new places to visit. Any place a @hallmarkchannel fan should definitely see? #travel #bucketlist #Hallmarkies,travel,975
96,So big news I’m going to Florida in eight days! I definitely have plans on making a new travel video with this Yes! It will probably be the longest video I’ve ever made. I’m so Excited! #FloridaTrip #NewYoutuber #travel,travel,976
97,"#EurostarTrains, Which #EurostarDestination do you prefer to #Travel to via @Eurostar?? #Amsterdam? #Paris? #LilleEurope? Or #Marseille? #UnitedKingdom #GreatBritain #England #UK #GB #Kent #London #Europe #TravelTourism #Poll #Polls #Travelling #Tourism #Questions #KentGB",travel,977
98,"I keep my words hung on the cupboard waiting with hope for someone to wear them.
#meenal_singh
#writer #writersofinstagram #writerscommunity #poet #poetsofinstagram #poetscommunity #photography #prose #spilledink #quotestagram #poetry #poetryofinsta #travel #meenal",travel,978
99,I have a 3 month supply of birth control in one package. I don’t particularly want to travel with the whole thing. Would it be weird to pop out the pills I need and put them in a smaller pill box? #travel #birthcontrol #help,travel,979
100,"You may not control all the events that happen to you, but you can decide not to be reduced by them. 
― Maya Angelou #quote",quote,980
101,Life doesn't get easier or more forgiving; we get stronger and more resilient. - Steve Maraboli #quote,quote,981
102,Every exit is an entry somewhere else. -Tom Stoppard #quote,quote,982
103,It’s simple arithmetic: Your income can grow only to the extent that you do. – T. Harv Eker #quote,quote,983
104,"""The stock market is filled with individuals who know the price of everything, but the value of nothing."" - Phillip Fisher #quote #investing",quote,984
105,"Education is what remains after one has forgotten what one has learned in school. 
― Albert Einstein #quote
RT to share the wisdom  :)",quote,985
106,Watch your mouth: The language we use creates the reality we experience.-Michael Hyatt #quote,quote,986
107,"Raise your words, not voice. It is rain that grows flowers, not thunder. - Rumi #quote",quote,987
108,"Knowledge speaks, but wisdom listens. - Jimi Hendrix #quote",quote,988
109,"Chemistry is great, but eventually your relationship moves out of the laboratory. 
— Tim Fargo #quote",quote,989
110,"Those who follow the crowd usually get lost in it.
#MotivationalQuoteOfTheDay #Inspiration #Motivation #FridayMotivation
#Quote #Wise #WiseFridays",quote,990
111,Age is no barrier. It’s a limitation you put on your mind.– Jackie Joyner Kersee #sport #quote,quote,991
112,"""I never believed in destiny until it led me to you. Never put much stock in wishes, but you made mine come true. Didn't think that soulmates existed, then I saw you and I knew, that dreams become reality with magic made by two."" - John Mark Green & Christy Martine #quote",quote,992
113,Why not go out on a limb? That's where the fruit is. #quote #entrepreneur #success #leadership #inspiration,quote,993
114,The future belongs to those who believe in the beauty of their dreams. -Eleanor Roosevelt #quote,quote,994
115,"Cry so you no feel hurt and frustrated.

#quote #Wattpad #MicahReid #BlossomedLoveAfterHatred #_ashmita_ghimire #chapter4",quote,995
116,God puts dreams in your heart that are bigger than you so that you will rely on Him and His power. ~ Tony Evans #quote #Godisgood #inspiration #success Via @ LifePowerQuotes,quote,996
117,"“People who push themselves to their limits make piece with their limitations and avoid regrets at the end of the day and the at the end of their life. They give their all. It is the difference between being able to say, “I am glad I did” versus “I wish I had.”” G. Keller 
#quote",quote,997
118,If Mary was only 14 when she had Jesus What does that make God? - Otep Shamaya #quote,quote,998
119,Success is doing ordinary things extraordinarily well. - Jim Rohn #quote,quote,999
120,"All the secrets of the world are contained in books. Read at your own risk.
― Lemony Snicket #quote",quote,1000
121,All that we see or seem is but a dream within a dream. - Edgar Allan Poe #quote,quote,1001
122,I'm not going to let school get in the way of my child's education. - Mitch Joel #quote,quote,1002
123,"You never fail until you stop trying. 
― Albert Einstein #quote",quote,1003
124,"To affect the quality of the day, that is the highest of arts. - Henry David Thoreau #quote",quote,1004
125,"Skills are cheap. Passion is priceless. – Gary Vaynerchuk #quote
RT to share the wisdom  :)",quote,1005
126,"“Catching a fly ball is pleasure, but knowing what to do with it after you catch it is a business.” Tommy Henrich #MLB #Quote",quote,1006
127,"There is no stress in the world, only people thinking stressful thoughts.– Wayne Dyer #quote",quote,1007
128,"Don't look for it outside. Joy is always in you, all you've got to do is awaken to it. - Roxana Jones #quote",quote,1008
129,"Great minds are always feared by lesser minds. 
― Dan Brown #quote",quote,1009
130,Belief in Love from the Universe sets Hope free to guide my Soul. ~ @LeeHillerLondon #quote,quote,1010
131,"Folks are usually about as happy as they make their minds up to be. 
― Abraham Lincoln #quote",quote,1011
132,Life's tragedy is that we get old too soon and wise too late. - Benjamin Franklin #quote,quote,1012
133,"RT @nickystevo: I don’t trust easily, so when I tell you I trust you, don’t make me regret it!  #Trust #CarriageOfTrust #SaturdayMotivation #ThinkBIGSundayWithMarsha #Quote #IQRTG #Repost https://twitter.com/nickystevo/status/1083853927185928192/photo/1pic.twitter.com/0icZtwItCE ",quote,1013
134,Have courage. It clears the way for things that need to be. - Laura Fitton #quote,quote,1014
135,I have no special talents. I am only passionately curious. - Albert Einstein #quote,quote,1015
136,"It is the mark of an educated mind to be able to entertain a thought without accepting it. 
― Aristotle #quote
RT to share the wisdom  :)",quote,1016
137,Aim for the highest. #quotes #quote,quote,1017
138,"Enjoy the little things, for one day, you may look back and realize they were the big things.
Robert Brault #quote",quote,1018
139,Never give! Failure and rejection are only the first step to succeeding. ~ Jimmy Valvano #leadership #quote via_ via_fab_ayo,quote,1019
140,"Be loving towards yourself, then you will be able to love others too.
Osho #quote",quote,1020
141,"""I'm always ravenous. Hungry for your eyes to land on me. Jealous of the air you breathe. My soul is full of want for you."" - Alfa #quote",quote,1021
142,"Some people take offense like it's a limited time offer. 
— Tim Fargo #quote
RT to share the wisdom  :)",quote,1022
143,"Remember this: Anticipation is the ultimate power. Losers react; leaders anticipate. – Tony Robbins #quote
RT to share the wisdom  :)",quote,1023
144,"Wherever there is authority, there is a natural inclination to disobedience. - Thomas Haliburton #quote",quote,1024
145,Learn to say ‘no’ to the good so you can say ‘yes’ to the best.– John Maxwell #quote,quote,1025
146,"Be strong enough to let go, and patient enough to wait for what you deserve. – Simone Thiel #quote",quote,1026
147,"If you don’t have some self doubts and fears when you pursue a dream, then you haven’t dreamed big enough. – Joe Vitale #quote",quote,1027
148,Forget seizing the moment. Seize the opportunity.― Tim Fargo #quote #mondaymotivation,quote,1028
149,We must be our own before we can be another’s. #quote,quote,1029
150,Tell more people that you love them. You never know how much they might need it. - Chris Brogan #quote,quote,1030
151,"Feeling fear is human, but conquering it will make you feel empowered, courageous, and proud. – Alex Niles #quote",quote,1031
152,"""It was not by gold or by silver, but by labour, that all the wealth of the world was originally purchased."" - #adamsmith #quote #thewealthofnations",quote,1032
153,"Some people never go crazy. What truly horrible lives they must lead. 
― Charles Bukowski #quote",quote,1033
154,"Listening, not imitation, may be the sincerest form of flattery. - Dr. Joyce Brothers #quote",quote,1034
155,"Those who are free of resentful thoughts surely find peace.
Buddha #quote",quote,1035
156,"Remember, your worth is founded in #Jesus Christ not man.~ Archbishop Derrick Young #Quote",quote,1036
157,“One possibility is: God is nothing but the power of the universe to organize itself.”  -- Lee Smolin #Cosmology #Quote #TeamFollowback,quote,1037
158,It is when you give of yourself - that you truly give : Kahil Gibran #Quote,quote,1038
159,"""Don't gain the world and lose your soul, wisdom is better than silver or gold."" #quote #lyrics",quote,1039
160,Nothing in the world is more common than unsuccessful people with talent. - Brian Tracy #quote,quote,1040
161,"Success is getting what you want, happiness is wanting what you get. 
― W.P. Kinsella #quote
RT to share the wisdom  :)",quote,1041
162,"To live a creative life, we must lose our fear of being wrong. - Joseph C. Pearce #quote",quote,1042
163,"How do you spell 'love'?"" - Piglet
""You don't spell it...you feel it."" - Pooh. 
― A.A. Milne #quote",quote,1043
164,"Life's under no obligation to give us what we expect.
― Margaret Mitchell #quote",quote,1044
165,The only guarantee for failure is to stop trying.– John Maxwell #quote,quote,1045
166,"Faith is taking the first step even when you can't see the whole staircase. 
― Martin Luther King Jr. #quote",quote,1046
167,"The journey of a thousand miles begins with a single step. 
― Lao Tzu #quote",quote,1047
168,Life’s a journey. It’s a journey about discovering limits. – Larry Ellison #quote,quote,1048
169,"It is better to remain silent at the risk of being thought a fool, than to talk and remove all doubt of it. 
― Maurice Switzer #quote",quote,1049
170,A tiny leak can sink a ship.― Donald Trump #quote,quote,1050
171,"The timing of your decision is just as important as the decision you make.– John Maxwell #quote
#askTNT",quote,1051
172,"If you love someone, pray for them. Pray for their peace. Pray for
their growth. Pray for their success. Pray for their happiness.
#MotivationalQuoteOfTheDay #Inspiration #Motivation
#WednesdayMotivation #Quote #Wise #WiseWednesdays",quote,1052
173,">Quote time<

•So tell me, where shall I go?
To the left, where there’s nothing right, or to the right, where there’s nothnig left.•

#quote",quote,1053
174,I lay my Soul across the Forest floor listening to the wisdom of the earth. ~ @LeeHillerLondon #quote,quote,1054
175,Don't let your happiness depend on something you may lose...!  [Manin] #Quote,quote,1055
176,"The more one judges, the less one loves. Honoré de Balzac #quote",quote,1056
177,Surviving is important. Thriving is elegant. - Maya Angelou #quote,quote,1057
178,"""It's okay to have a different opinion, thats what's being human is about. But whats not okay is someone else oppressing you for it"" Me (probably) #quote",quote,1058
179,For every minute you are angry you lose sixty seconds of happiness. - Ralph Waldo Emerson #quote,quote,1059
180,One finds limits by pushing them. - Herbert Simon #quote,quote,1060
181,Exhausting is okay. It means you're in the game. You're on the way up and you're not on the way down. - Lee Rosen #quote,quote,1061
182,"There are far, far better things ahead than any we leave behind. 
― C.S. Lewis #quote",quote,1062
183,"An entrepreneur without funding is a musician without an instrument. 
― Robert A. Rice Jr. #quote",quote,1063
184,"Through love, we two are made one. Our relationship has DNA unlike any other; a new organism, inhabiting the universe. - John Mark Green  #quote",quote,1064
185,"""Character got us out of bed, commitment moved us into action, & discipline enabled us to follow through.""

-Zig Ziglar #quoteoftheday #quote",quote,1065
186,It's what you learn after you know it all that counts. - John Wooden #quote,quote,1066
187,"The difference between genius and stupidity is; genius has its limits.
~Albert Einstein
 #quote #genius #stupidity",quote,1067
188,You cannot overestimate the unimportance of practically everything.– John Maxwell #quote,quote,1068
189,"A superior man is modest in his speech, but exceeds in his actions. - Confucius #quote",quote,1069
190,"""Labour, therefore, is the real measure of the exchangeable value of all commodities. "" - #adamsmith #quote #thewealthofnations",quote,1070
191,"When you judge another, you do not define them, you define yourself. – Wayne Dyer #quote
RT to share the wisdom  :)",quote,1071
192,#Anger is just anger. It isnt good. It isn't bad. What u do with it is what matters. U can use it to build or to destroy.-Jim Butcher #quote,quote,1072
193,Your talent is God's gift to you. What you do with it is your gift back to God. - Leo Buscaglia #quote ��,quote,1073
194,The only person you are destined become is the person you decide to be. –  Ralph Waldo Emerson #quote,quote,1074
195,"The weak can never forgive. Forgiveness is the attribute of the strong. 
― Mahatma Gandhi #quote",quote,1075
196,You are the one who teaches other people how to treat you. What do you teach? - Chalene Johnson #quote,quote,1076
197,"And in the end it is not the years in your life that count, it's the life in your years. 
― Abraham Lincoln #quote",quote,1077
198,Always forgive your enemies; nothing annoys them so much - #OscarWilde #gsws #quote,quote,1078
199,"Breathe, darling. This is just a chapter. It's not your whole story.
S.C. Lourie #quote",quote,1079
200,"""But he spake the more vehemently, If I should die with thee, I will not deny thee in any wise. Likewise also said they all."" ~Mark 14:31 #Love #Bible #God",love,1080
201,"#SaturdayMotivation #JesusChrist #peace #love #HolySpirit #JesusSaves 
Live a life worthy.. be completely humble and gentle.. patient.. bearing with one another in love.. make every effort to keep the unity of the Spirit through the bond of peace. Ephesians 4:1-3",love,1081
202,HOTD #60: Jesus is a necromancer. #fACTS #heresy #love #jesus #death #necromancy,love,1082
203,"""Art thou greater than our father Jacob, which gave us the well, and drank thereof himself, and his children, and his cattle?"" ~John 4:12 #Bible #God #Love",love,1083
204,#love Got a young group of bachelorettes who love love LOVE the sours... see you tomorrow afternoon #sours #gabeer #favebrewery,love,1084
205,"""For God so loved the world, that he gave his only begotten Son, that whosoever believeth in him should not perish, but have everlasting life."" ~John 3:16 #Love #Bible #Jesus",love,1085
206,"Glimpses of satan flashed as you unleashed on those young ladies. 
We see you. #TheGreatAwakening
#Life #babies #Love
",love,1086
207,"""And five of them were wise, and five [were] foolish."" ~Matthew 25:2 #Bible #Love #Jesus",love,1087
208,"When asked by @TheCandyShow if #SalmanRushdie in #love, answered “it’s none of your business” but he does admit he’s happy. “My favourite exchange in #WaitingForGodot is about whether they’re each #happy & what shall they do when they’re happy” #AGO",love,1088
209,Just a bit has changed in 4 years of marriage   almost 18 years together with this amazing man. Happy Wedding Anniversary @got_beef_wif_keef #love,love,1089
210,"love your progression brother, I believe in you!!!!! ill be waiting on those samples #Love",love,1090
211,"You need a website. We want clients. Problem solved. DM us TODAY
#seo #webdeveloper #designer #websitedesign #interface #marketing #uidesign #creative #website #ux #startup #webdevelopment #ui #love #userexperience #business #branding #webdesigner #design #webdesign #web",love,1091
212,God will wreck your plans when He sees that your plans are about to wreck you. #motivation #inspiration #success #life #quotes #fitness #love #entrepreneur,love,1092
213,"DATO_

And that's why I smile
It's been a while
Since everyday and everything 
has felt this right

#love #mom #red #family
@mtwramirez",love,1093
214,"Lots of pouting, posing girls on #Instagram. They used to irk me. Now I leave a heart. God knows if anyone is seeking attention, they are in need of it. #buildwomenup #buildpeopleup #love #heart",love,1094
215,"""Suavemente"" is the Hispanic version of ""Back that ass up"" in terms of getting people hype. I watched someone run from one side of the room to another before Crespo could get the first note out
#music #art #weekendvibes #fiesta #party #life #love #comedy",love,1095
216,Thank you so very much #love you all,love,1096
217,"""Licorice, sage, nettle"" are good conbinations.

#NbclMaclTheory
#Love

Passion and Compassion
Expect Magic ",love,1097
218,Love #love #LOVE #Love :),love,1098
219,"""Verily I say unto you, I will drink no more of the fruit of the vine, until that day that I drink it new in the kingdom of God."" ~Mark 14:25 #Love #Bible #Jesus",love,1099
220,"""For every one that doeth evil hateth the light, neither cometh to the light, lest his deeds should be reproved."" ~John 3:20 #Bible #Jesus #Love",love,1100
221,Travis has crawled into Isaac’s fort and I’m listening to both of them whisper about how to catch the ghost dog running around. Travis got a text message and then Ike shushed him like... you’re gonna blow our cover man! #love #thebest #hecostsmeallmymoneybutworthit,love,1101
222,"Happy birthday to my girl, my girl, my girl #love #catmama",love,1102
223,"""And he leaping up stood, and walked, and entered with them into the temple, walking, and leaping, and praising God."" ~Acts 3:8 #God #Bible #Love",love,1103
224,"""And Thomas answered and said unto him, My Lord and my God."" ~John 20:28 #Love #God #Bible",love,1104
225,"""But after that I am risen, I will go before you into Galilee."" ~Mark 14:28 #Jesus #Love #Bible",love,1105
226,Live how you want. Meet who you want. Build what you want. #life #love #relationships,love,1106
227,#love You rock girl.  Let me know if you want a private tour of Aldean's. Don't forget Doc Holidays on 2nd ave too,love,1107
