,text,class
59,"Caf Confederation Cup: US Ben Guerdane cancel Bandari FC’s domestic flight after exit
#Bandari #Ben #BenGuerdane #Caf #CAFConfederationCup #cancel #Confederation #Cup #Domestic #Exit #FCs #flight #football #Guerdane #Travel #Sports #flyingeze @flyingeze",travel
60,"Good evening to everyone except people who bring SUITCASES onto airplanes. You hold up the line, the boarding, and you take up all the overhead bin space. #travel",travel
61,"Serious question, why is it so much cheaper to fly from LA to Barcelona with a stop in London then flying directly to London??? #travel #idontunderstand #TravelTuesday",travel
62,"i really want to go back to napoli, but on the other hand i also want to go back to #Monaco Dilemma's #travel issue. and i also need to see the northem lights, to many choises and such little time in this world <3",travel
63,"So, I’m on my 10th @AlaskaAir flight since May as I type. Made MVP for next year. I’ve been searching for an unfriendly employee at every interaction from check in to lounge to airplane. I’ve yet to find one. In case I wasn’t clear, that’s a huge compliment. #Travel",travel
64,"I’m probably the greatest traveler, merchant, and explorer in the world don’t @ me
#goat #travel #hadtodoittoem #epic #traveling",travel
65,"#Canads  has issued a travel advisory for anyone currently in or planning to #travel to #Thailand.
Canadians should “exercise a high degree of caution” in the country as a whole but should “avoid all travel” to four southern provinces - Narathiwat, Pattani, Songkhla and Yala.",travel
66,Day one down. Falling asleep to the sound of the Irish wind at @cemahoney22 adorable cottage. #Dublin #Ireland #Travel #ChildhoodBestie #Relaxed,travel
67,"North Macedonia shares its territorial boundaries with 5 other nations; Albania, Bulgaria, Greece, Kosovo and Serbia.  #Geography #World #Maps #Globe #Travel #Education #Explore #Planet #Flags #Earth #Cartography #GeographyFacts #GeographyLion #Europe #NorthMacedonia ",travel
68,"#yogini #travel Women's Mesh Tank Top 
 @shakenrun @TrendLib",travel
69,Visiting Baltimore ? Get around free w/ Lyft - 10 free rides w/ Lyft Promo Code:  OATH #travel #uber #Lyft #free,travel
70,"Tour Scotland followers to visit @meekee66, @TheFifeBloke, @Edenza, @alabama_h, @bridge9118, @tompater_tom, @Ithildyn, @danaoleary71, @Fergasm, @neverbetter2012, @Deb_Is_Young, @BWRobbie, @oceanmedia, @MoeFraser, @dday247, @sefdavis, @jowilby7, @adcalendas #Travel",travel
71,"You never change your life until you step out of your comfort zone; change begins at the end of your comfort zone.
Roy T. Bennett... #CHANGE #confortzone #Travel #World #Africa #Ghana #bestghanatours #ourjourneydoesnotendhere #visitghana #TuesdayMotivation",travel
72,Aww I'm sorry. Some years it's that way. There were lots of times I couldn't go someplace like another state or country but I always at least tried to find something new near me that I'd never seen before. A park. A new small city. Something to satisfy my wanderlust  #Travel,travel
73,Are you writing for the @washingtonpost #travel section? Have you met @NatBCo of #bytheway at the Post? She was just in Tokyo.,travel
74,Juat trying to make my daily post on IG. But of course its down.  #instagramdown #instagramnotworking #Travel,travel
75,Ryuorb likes to explore new places...I have stumbled upon even the gates of Hell #travel #adventure,travel
76,South Africa borders the Indian Ocean.  #Geography #World #Maps #Globe #Travel #Education #Explore #Planet #Flags #Earth #Cartography #GeographyFacts #GeographyLion #Africa #SouthAfrica ,travel
77,"Day 3 in Valencia. 

Dogs. Everywhere.

Hudson is gonna love it here once he stops being homesick.

#nomad #nomadic #travel",travel
78,"Tour Scotland followers to visit @jcbrown02, @viclane1113, @TED3633, @KiltTilter, @Goldie52279320, @michaeltulley64, @tomoko__, @NattaliaNealls, @StephenWillms #Travel",travel
79,SHAME ON JAPAN #EclipseSolar2019 #괜찮아도_괜찮아 #Japan #Travel,travel
80,"At Faro Airport: Travellers without SunnyCars_DE car rental: 40 min to discuss extras. Me with Sunnycars_NL less than 10 minutes with a smile. Be wise, choose all-inn. (Not sponsored!) #travel",travel
81,"It sucks waking up early and being tired but man there’s nothing like waking up from a nap and looking out side over the clouds to experience something out of your comfort zone! 
#SeekDiscomfort #YesTheory #Travel",travel
82,"Well this took fucking forever.
-
-
-
#dungeonsanddragons #charactersheet #rpg #travel #traveler #digitalnomad #yoga #prettycorpseblues #ecotourism #hostel #wanderer #backpacking #guitar #bluesguitar #musician #busking #resonator #berlin",travel
83,"Instagram vegans be like, ""Just eat less meat, meat is killing the environment. Also check out my IG where I post pics from my #travel all around the world! """,travel
84,Egypt’s national holiday is Revolution Day on July 23rd.  #Geography #World #Maps #Globe #Travel #Education #Planet #Flags #Earth #Cartography #GeographyRocks #GeographyLion #Egypt ,travel
85,"Looks at though I’m staying an extra night in crown plaza hotel in Düsseldorf tonight. Flight got cancelled. 

I guess it’s bittersweet. Bitter due to weather issues in London and Surrey. And sweet because I’m in a five star hotel. 

Happy days it is. 
#TravelChatSA #Travel",travel
86,Home time! #busyweek #reallydiverse #reallyinteresting #traineesolicitor #Travel #Aviation #imincepired,travel
87,@CaesarsAC looking forward to our first stay! #Travel #doac,travel
88,"#hotelcostes,  #travel, Best hotels rates, I read everything: fiction, history, science, mathematics, biography, travel.",travel
89,Winter is coming! Get 20% off our Single Trip plan when you buy now! Prices start from just $9. Hurry! Offer ends 31 December 2019. #travel #sg #adventure,travel
90,Great stuff! That was fun. #travel ,travel
91,"Beautiful photo. Where was that taken? 

#travel",travel
92,Gone on a trip to #Japan before? Share your favourite #travel sight,travel
93,Jet lag is no joke it’s 1:16am here and 4:16 pm at home  my body is so confused  #Spain #Barcelona #vacation #travel #wanderer #wanderlust #restless,travel
94,Nice night to sit outside great weather cool night. #Kentuckynight #DispatcherLife #VacationMode #Travel,travel
95,Looking for new places to visit. Any place a @hallmarkchannel fan should definitely see? #travel #bucketlist #Hallmarkies,travel
96,So big news I’m going to Florida in eight days! I definitely have plans on making a new travel video with this Yes! It will probably be the longest video I’ve ever made. I’m so Excited! #FloridaTrip #NewYoutuber #travel,travel
97,"#EurostarTrains, Which #EurostarDestination do you prefer to #Travel to via @Eurostar?? #Amsterdam? #Paris? #LilleEurope? Or #Marseille? #UnitedKingdom #GreatBritain #England #UK #GB #Kent #London #Europe #TravelTourism #Poll #Polls #Travelling #Tourism #Questions #KentGB",travel
98,"I keep my words hung on the cupboard waiting with hope for someone to wear them.
#meenal_singh
#writer #writersofinstagram #writerscommunity #poet #poetsofinstagram #poetscommunity #photography #prose #spilledink #quotestagram #poetry #poetryofinsta #travel #meenal",travel
99,I have a 3 month supply of birth control in one package. I don’t particularly want to travel with the whole thing. Would it be weird to pop out the pills I need and put them in a smaller pill box? #travel #birthcontrol #help,travel
