,text,class
25,"#Hockey: In @NSMMHL action this weekend, the @CBWestIslanders split their two-games in HRM. They lost 3-1 to the @CHWolfPack on Saturday and beat the @HfxMacs 5-2 on Sunday. #CapeBreton",hockey
26,The Blue Jackets defeat the Capitals 5-2. #bluejackets #capitals #nhl #hockey,hockey
27,#PREDS #HOCKEY TIME!!!!!!!!!,hockey
28,Last regular season game tonight then in to double elimination playoffs here’s to hoping to hold division title 2 years in a row #hockey #winning,hockey
29,"Taking my son Monty (a keen hockey player) to The Stoop of all places (#Harlequins home ground) to watch... International Men's and Women's #Hockey.

A bit weird but should be a good day out, and a lot closer to home than Lee Valley.",hockey
30,Boycott @BetteMidler because she hates Canada! #howtheleftinterprets #howtheleftreacts #canadahomeofthefree #maplesyrup #hockey #excuseme #sorry,hockey
31,The Bruins defeat the Capitals 1-0. #bruins #capitals #nhl #hockey,hockey
32,#ByeByeFootball until next year (well maybe) #Hockey #Baseball let's do this!,hockey
33,"Just a reminder that the #Ottawasenators will receive #SanJoseSharks 1st round pick in 2020 thanks to the Erik Karlsson trade. And the #Sharks currently sit 22nd and have 19% chance of a top 3 pick and 6% at the No.1! 
#sens #SJSharks #draft #nhl #hockey #nhldraft #nhlhockey",hockey
34,"Those hunks are gonna keep tripping until they zamboni that field
#zamboniThatField
#superbowl
#Rams #patriots
#hockey also",hockey
35,Thanks for sharing this #hockey #rrailblazer. I like that he was the #JackieRobinson of the #NHL that I didn't know about.,hockey
36,The shortened 2013 season. It was so much fun to be on that winning streak. Culminated in a Stanley Cup. #hockey #canbefun,hockey
37,The Golden Knights defeat the Coyotes 4-1. #goldenknights #coyotes #nhl #hockey,hockey
38,Pretty sure that was offside.  #WorldJuniors #CANvsRUS #Hockey #HockeyTwitter,hockey
39,"Just over 30 minutes until our first #Mixed match of the #Summer

Get yourselves over to @FolkestoneOpsHC to watch!

First match is v South Saxons @ 8pm.

#Hockey #HockeyLife #LoveHockey #CliftonvilleHC #HockeyFamily #UpTheVille #TeamBuilding",hockey
40,It never occurred to me that one day I’d have to buy Kent a cup for his junk. #todayyearsold #hockey #usahockey ,hockey
41,When you're tired and you've forgotten your @bigbobblehats #coldears #hometime #coaching #hockey,hockey
42,"Best part about the #StanleyCupFinals going to #Game7? It means the offseason is as short as possible. Cue 'Wake me up When September Ends""...

#hockey #NHL",hockey
43,Well done U16 Stanley Penguins team and #Falklands ROTW Senior team. You have all done us proud! Thank you @amerigolhockey @NHL #latamcup #hockey for hosting a terrific tournament which has captivated us all.,hockey
44,You guys there is a man in my training today that looks so much like JJ that I keep being taken aback when I look at him #hockey #nojjhateplz,hockey
45,Bruins McAvoy gets two minutes for brutal head shot. Joke officiating! Think I’ve seen enough for this season. #NHL #hockey,hockey
46,"NICE ONE BOYS

Muzz was amazing, Dom is a very smart hockey player, Patric got a goal!!, Sid was somehow extra incredible... what a game x #hockey",hockey
47,"""You miss 100% of the shots you don't take."" - @WayneGretzky 

So, which #hockey team are you placing your confidence in for tonight at 7:30 PM?! 
#LoungeWithCaesarsSports",hockey
48,I love how Twitter brings out all the complete morons who think they could be the Oilers GM and make the tough calls and that they all know what Connor is thinking.  fucking trolls. Maybe shut the fuck up and let the professionals handle it. #oilers #nhl #hockey #edmonton,hockey
49,"#InsideOut with @zukhrufkhan88 and @RealNeelamAslam at 4pm only on @gnnhdofficial
#PakvsSA #ODISeries #Hockey #Football",hockey
50,As much as people think Canada is all about #Hockey were really all about #baseball .... who knew?!? #kine2400,hockey
51,Just because it’s the #weekend doesn’t mean we are having a day off. We have male and female  #cricket #tennis #golf and #hockey being #Livestreamed as well as #bespokely #tagged on our #performance #analysis software Pathways - enhancing the quality of #players #development ,hockey
52,So very sad to hear that the #CWHL has folded. The collective disheartened cry of all female hockey players could be heard across the nation.  These players have been and are such an inspiration to young girls that I pray a solution is found soon. #NoLeague Thanks Ladies #HOCKEY,hockey
53,The Oilers defeat the Rangers 3-2 in overtime. #oilers #rangers #nhl #hockey,hockey
54,0-4-1 we are. I am rocking the big 0 points... will a new stick help?? #Yeg #Hockey,hockey
55,"
#SFStampede players are absolutely the best!  Thanks for playing your hearts out and working your asses off tonight! #SCvsSF #BeHerd #Hockey @sfstampede 
  *****  #ProudToBeSFStampedeFans *****",hockey
56,Congrats Tara  ! Today the world has a new #Hockey player. You can be a hockey player too. It’s not to late for you. https://www.discoverh,hockey
57,Good luck to both year 7 hockey teams competing at the Glamorgan Valleys tournament tomorrow. Let’s put all of your hard work into action! #hockey #year7 #squad @HawthornHighSch,hockey
58,Thank you #SJSharks all profit from here on out! #Gambling #Betting #SportsBetting #hockey,hockey
59,Nothing like watching #hockey and hearing @WWERollins music. #burnitdown,hockey
60,Any sports available for girls in Lambeth ? #youthoffending #hockey #netball #rugby #charity #thisgirlcan,hockey
61,"Watching the #WJC2020 it becomes clear the future of hockey includes no hits, necks snaps and dives, and games filled with PP’s.  Amazing how any check near shoulders  is a head shot.  The game is becoming unwatchable. #wussifocation #hockey #worldjuniors.",hockey
62,Total nail biter with 14 seconds left in @NHLBruins vs @BlueJacketsNHL game! Fantastic period of #hockey! #PlayoffHockey! #StanleyCupPlayoffs,hockey
63,20 is a nice round number - well done! #impressive #teamwork #hockey,hockey
64,I’ve never been so hype to go to a scrimmage in my life #hockey #bruins #boston,hockey
65,"PULL THE TRIGGER GOODIE

#SJSharks #hockey",hockey
66,"Predictions for Jan. 17th: Rangers, St. Louis, Islanders, Tampa Bay, Nashville, Minnesota, Dallas #nhl #hockey",hockey
67,Developing: Today is the deadline for former #NHL players to take a settlement agreement with the league in connection with the #concussion lawsuit. The ex-players lawyers' aren't making public yet how many of the 300+ have signed up for deal. #hockey @KSTP,hockey
68,"It makes me so happy to see my 2 favorite sports, #baseball and #hockey coming together with the @Nationals and the @Capitals. Hopefully I get to see my @Dodgers and the @LAKings come together one day after a #Dodgers championship. #BaseballTwitter #HockeyTwitter",hockey
69,"I'm here! I'm here! But we have no plays yet for the 7pm games. Looking at the three later games right now and we'll see what may come.

#nhlpicks #hockey #GamblingTwitter #SportsBetting #HockeyTwitter",hockey
70,Update : the penguins and the bruins hockey game is today at 6pm tonight so don’t miss out  #Hockey #NHLBruins,hockey
71,"Hockey: St Andrew's vs Dale 

St Andrew's 3rds 0 - 1 Dale

#hockey @SASCHOOLSPORTS @SA_Hockey @dale_college",hockey
72,My Sports Wanderings column for next week's paper is about Bantam hockey level names and how that is confusing with chickens. And how Midget hockey teams names should be scrapped too. All sports should adopt age-numbering system like they do in soccer or USA hockey. #hockey,hockey
73,"Hawks lost vOO7 @XICenter. Stats unreported due to inaccuracy.

#HawkeyTime #beerleague #NHL #USAHockey #Hockey",hockey
74,Artificial Hockey Pitch Maintenance in Tullibardine #Artificial #Hockey #Pitch #Maintenance #Tullibardine,hockey
75,"Day 1 Results of #EHLShowcaseSeries  Sept 29th
NCGB 0 - SPA 10
CTR 3 - BJR 7
NEW 5 - CTC 2
N87s 2 - NHA 1
NYA 1 - SHC 5
JRF 0 - ECW 4
REV 6 - VTL 3
TM 7 - RHC 4
PLF 2 - VJW 3
Day 2 on tap
@EHL_Hockey @tier3hockey @usajuniorhockey @_Neutral_Zone #EHL #EShow #Hockey #HockeyTwitter",hockey
76,"@RichFranklin66 thank you for your this!  We were at almost every game for 4 years at the ice garden and loved watching him. Forgot all about it, great times #hockey @BozemanICEDOGS",hockey
77,Ut O #Yes we have #NHL 1st period wagering #Now @RampartCasino and @southpointlv !! Tell everyone @VSiNLive @MitchMossRadio @paulyhoward @VSiNVinny @AmalShah1 @ronflatter @mattyoumans247 @spshoot @meJVT @JorgeAMondaca @JoeO670 #Hockey wagering #Vegas  Thanks @andrewssports ,hockey
78,The Canucks defeat the Blues 4-3 in a shootout. #canucks #blues #nhl #hockey,hockey
79,@M_Oberlag beautiful hatty at Natty’s.  Moving on. Great job from the boys @evillehockey #theville #hockey #nattys #bringithome.,hockey
80,GO #LEAFS GO!!!!!!!!!!! #LeafsForever #NHL #playoffs #toronto #hockey,hockey
81,"Prediction Record for Dec. 9th: 1-2-1                       
Season Record: 247-156-68                                     
Overall Record: 3,987-2,425-729
#nhl #hockey",hockey
82,Will the Islanders be the only higher seed to advance out of the first round in this year's #StanleyCup playoffs? #nhl #hockey,hockey
83,Within a trade of signing a new contract with the team Roy Aherns has been traded. #shock #tradetalks have been in the works with @CapitalsOttawa for a week before both teams agreed on final terms #mapleridge #ottawa #hockey #hockeytalk #sports #TSNHockey #AmazingRaceCanada,hockey
84,GOD FUCKING DAMMIT MATS WHY THERE WHY WHY WHY #HOCKEY,hockey
85,Fuck #hockey. Being #PassiveAggressive is #Canada’s national pastime.,hockey
86,"5 PPG in the last 5 games, boys we need this to close out the 1st
#HTMsports #HTM #NHL #HockeyTwitter #Hockey #RippinBiscuits #BayouBenders #yotes #preds #hockeypodnet",hockey
87,Ahh then @apoje1 and @natspooner5 come out with amazing #BOTB performance!? Natalie you look so comfortable on figure skates and I want to see that worm after your next #hockey goal!,hockey
88,On a more positive note - three weeks until #OHL training camps open!! #Spitfires #hockey,hockey
89,Congrats Ravinder  ! Today the world has a new #Hockey player. You can be a hockey player too. It’s not to late for you. https://www.disco,hockey
90,".@PrivateEyesHQ #CindyMSampson #iontv #QUESTION: Is #PrivateEyes directed at #Tweens??? It sure isn't for #Adults. Where did you find these #writers, because they #suck. Can't get idea around a 140lb 5'5"" #Pro #Hockey #Player called #MattShade, that's #Funny #Stuff LOL ",hockey
91,"Every single one of the @NHLFlames players, except Mike Smith, should hang their heads in shame. Apology at once to Mike Smith and to the faithful Calgary Flames fans. #NHLPlayoffs #nhlflames #Hockey #disgustedfan",hockey
92,"Thanks! 
@esmhockey 
Very honoured to be asked to present on #nutrition for young #athletes. Looking forward to the next one!
#youngathlete #hockey #esmhockey #sport #Edinburgh",hockey
93,"So excited for the @NJDevils season opener, but I can’t decide what jersey to wear for good luck when watching it from home...game worn Steelheads Bastian or game worn Devils Moore???? #NJDevils #hockey",hockey
94,On my way to @AHBCAmsterdam for the #EHCC2019 as volunteer! Let’s play some hockey girls @AHBCdames1 Good luck! #zinaan #hockey #amsterdamsebos #letsgetthepartystarted,hockey
95,"The avs might not have won, but my team did! 6-2, I had two apples on the night! Let’s gooo! #Hockey",hockey
96,Go Blackhawks! #hockey #nhl,hockey
97,Bruins start the week leading up to Red River gamer at home Friday.  Let’s go Bruins! @FSHbruins @NDHSAA #hockey @edcscores,hockey
98,Who you got? #Bruins #Blues #NHL #Canada #Hockey #NHLPlayoffs,hockey
99,"It’s the weekend   To the teams gearing up and getting focused for your matches. Good Luck and Make sure you are Down To Play 
#Gameday #focus #weekendvibes #football #rugby #hockey #netball #basketball #cricket #amateursports #areyouin #app #startup
",hockey
100,Watching Barkov always reminds he's an animal  #Habs #Panthers #hockey #NHL,hockey
101,#BOSvTOR | I guess the key is to turn on the #NHLBruins game 13 minutes into the 1st 2 - 0 @NHLBruins @ozzman_66 @axxtion #StanleyCup Playoffs #IceSurfing #HockeyTwitter #NHL #hockey,hockey
102,"heeeeeeeeey jakeyyyyyyyyyyyyyyyy

G LOVELY PASS xoxoxoxox #hockey",hockey
103,"Strength training has been shown to reduce the risk of injury in team sports athletes? Do your club incorporate s&c in their training?
#soccer #gaa #hockey #sport #coaching #football",hockey
104,"This season is only for compromise... @DetroitRedWings
 #RedWings #Detroit #NHL
#Hockey",hockey
105,"Let's stay with it. Come cheer on our stars and let's get out of this slump
@DefendingBigD @dallasstars @FOXSportsSW #GoStars #hockey",hockey
106,The Lightning defeat the Red Wings 2-1. #lightning #redwings #nhl #hockey,hockey
107,Is this the most embarrassing #Hockey game in #Canadian history?? #IIHF #CanadaVsRussia ?,hockey
108,Anyone need a #Legit #Sportsbook #Lmk #GamblingTwitter #sportsbetting ⁠#nba⁠ ⁠⁠ ⁠⁠ #nfl #hockey #tennis #soccer #mlb #vegas #sportsbetting #bookie #sportsbookie #wagers #Paypal #Venmo #bovoda #5dimes #cashapp #zelle #lmk,hockey
109,"#Hockey is like a disease, you can't really shake it.",hockey
110,"Happy 56th #Birthday to Dave Andreychuk. The big LW had 1,338 points in his career and won a cup with the #Lightning in 2004. Andreychuk is the all-time leader in PP goals with 274. He was inducted into the #HOF in 2017. #NHL #HockeyTwitter #hockey
@Andy2525 #Sabres50 #NJDevils",hockey
111,AMAZIN weekend for Irish Sport and women's sport! @KatieTaylor and @irishhockey  #irishwomensport #irishsport #boxing #hockey #Active20x20,hockey
112,"Avalanche: ""man we are struggling. We just got beat by the worst team in the league and dropped into wild card. This is rough.""

Dallas Stars: ""hold my beer.""

Repeat after me: ToTheKings

Isn't #nhl #hockey great? ",hockey
113,nicklars is the worst and best thing i've said in a long time #hockey,hockey
114,Registration is now open for existing CCHC Juniors in U16-18 and separately for U6-14. Please use link in your emails to compete this. Open registration begins in August. #JuniorHockey #hockey #cambridge #youthsport #fieldhockey,hockey
115,RANGERS-Devils tonight at the pebble!!!!!! #nyrangers #hockey #nhl,hockey
116,"Ready for the puck drop! @Flyers
#hockey #Philly #Philadelphia #GoFlyers #LetsGoFlyers #HerrsForeverGood #KeepItPhillyPhilly #PhiladelphiaSnacks #Snacks #GameTime #PhillySnack",hockey
117,D2 was the best Mighty Ducks movie...change my mind #DisneyPlus #mightyducks #hockey,hockey
118,#mapleridge have started the season on a high note. 2 games and 2 wins. Game 1 against the @CapitalsOttawa seen us win in #overtime 5-4 and tonight we beat #Kelowna #TJHL is the place to be.. @TSN1040 #TSN1040 #hockey #mapleridgenews,hockey
119,"An amazing response already... lots of sports selfies!! Thank you  
#golf #horseriding #rockclimbing #dance #gymnastics #swimming #football #hockey #dodgeball",hockey
120,"Fuuuuuuuuuck

#sjsharks #hockey",hockey
121,I can’t imagine being as good at anything as @pastrnak96 is at #hockey.,hockey
122,"The Ireland women's hockey team are on the way to the Olympics for the first time ever after a 4-3 win on penalties against Canada. They're headed for Tokyo 2020.

Incredible scenes in Donnybrook.

#irevcan #Hockey #hockeyireland #Ireland",hockey
123,"With about 5m left of a tied #VAN @ @WSH game, I'm truly impressed with Markström's strong game. He should definitely end as a game MVP #NHL #Hockey #Canucks",hockey
124,Of course you need #Saskatchewan #hockey boys on the team to win  Congratulations  #WorldJuniors ,hockey
125,I’d rather play some real #hockey w/ @HeyBarber but could settle for some #Nhl20 ,hockey
126,The Sharks defeat the Wild 3-0. #sharks #wild #nhl #hockey,hockey
127,"UMass Men's Hockey Score - Final: UMass 2, Merrimack 2 in OT. #umassmbasketball #flagship #hockey #boston #bostonathlete #bostonathletemagazine",hockey
128,Such a fun night at @SDGullsAHL playoff game tonight. It was a tightly contested contest but the highlight of the night may have been the 60 something year old man yelling “Boner!” for no apparent reason. #Gulls #SanDiegoGulls #hockey,hockey
129,On a bright note hockey season is just around the corner. My Red Wings should be a improved team but I’m most excited about my OHL team the Saginaw Spirit. This could be their year! #nhl #ohl #hockey,hockey
130,I think #bergevin is an idiot for many reasons but #trading energy players who drive the dressing room and show #spirit #onice are the reason that #Habs fail to keep winning. #Canadiens #habsnation #hockey,hockey
131,"Good training for a future #hockey star, though…",hockey
132,I have a feeling that Seattle’s XFL team name/logo will be what our hockey should be and our hockey team and logo is going to suck. @xfl2020 @XFLSeattle @NHLSeattle_ #xfl #nhl #hockey,hockey
133,"Well, I wanted to post more but I already need to sleep  #baseball #Hockey #cubs #cubsfan #chicagocubs #chicagoblackhawks #newyorkyankees #RedSox #washingtonNationals #Dodgers",hockey
134,WHO IS BLANDISI? #hockey,hockey
135,All of #Toronto media talking about #offersheetwars for #Marner...they didn't think about players that actually would get offer sheeted #Aho #hockey #HockeyTwitter #canadiens #hurricanes #NHLFreeAgency #FreeAgentFrenzy #nhl,hockey
136,@Senators are about to have more points than @TBLightning on November 22nd. Absolutely loving this timeline. #nhl #hockey,hockey
137,This #UnitedSkates documentary on @HBO is a great reminder of an #awesome part of American #popculture. #Rollerskating is the reason I love #hockey to this day!,hockey
138,...could there be a more #hockey name than Boomhower??,hockey
139,It’s a Game 7 kind of night! #hockey #Stanleycup,hockey
140,Fuck the flyers #hockey #nhl #bruins #flyers #wednesday,hockey
141,"Wednesday Weigh-in: Who was better?
@NHL @HockeyHallFame @Avalanche @DetroitRedWings
#WednesdayThoughts #NHL #HockeyTwitter #hockey #avalanche #GoAvsGo #RedWings #LGRW #StanleyCup",hockey
142,"sometimes, the only good thing i can say about brad marchand is that he's not on my team.
(yeah, i get that he's talented and, certainly, off-ice he seems like a decent fellow but i'm so? tired? tired to the point at which i'm back rooting for dougie hamilton, folks)
#hockey",hockey
143,"....fugly performance by the Leafs tonight...I thought about leaving when the game was over, but I stayed til the end of the 3rd period. 
Anything can happenin the playoffs, but the road to Stanley goes thru Boston & Tampa and it aint gonna be easy :0-)  #leafs #hockey #toronto",hockey
144,John Shorthouse calling game 6 Avs vs Sharks  #NHLPlayoffs #Hockey,hockey
145,"Great #Football day, terrible #Hockey day. 
#49ers #SFvsNO #SJSharks #KCvsNE #ChiefsKingdom",hockey
146,"Watched #WalesLadiesHockeyMasters play #hockey.
 Came up with this idea .
",hockey
147,"I guess you could say there is a hurri-Kane in San Jose tonight. 
#classycatdad #sharkshockey #sjsharks #bleedteal #hockey #hattrick #evanderkane #hurricanes #canes #nhl #nhlhockey #badpuns #badjokes",hockey
148,I despise when I'm on the 10-6 night shift with a passion but it does allow me to play more #hockey than my previous job. #Hockey 6:15 #SportsWorldArena #Kitchener,hockey
149,"Huhuh! It’s amazing. Finland is in the final again, winning Sweden and Russia.  Those teams were full of NHL players #hockey #wc And Finland has 18 rookies",hockey
150,"Hell I think I’m returning everything we bought at the end of the #Sens season even if it was a good deal...

The email from our @Senators STH rep was that bad. 

How can someone that wants you to renew #hockey STH be so RUDE. It’s in writing dude. FOREVER.  #HockeyTwitter",hockey
151,"Hockey: St Andrew's vs Dale 

St Andrew's 1sts 3 - 0 Dale

#hockey @SASCHOOLSPORTS @SA_Hockey @dale_college",hockey
152,"He shoots, and he scores!  We've got Calgary vs. Washington @ 7PM & Chicago vs. Anaheim at 8PM tonight.  Which game are you more excited to watch?!  #LoungeWithCaesarsSports #Hockey

RT: Calgary/Washington
Like: Chicago/Anaheim",hockey
153,The Flames defeat the Sharks 5-3. #flames #sharks #nhl #hockey,hockey
154,Indian Junior Men's hockey team go down to the Netherlands 3-2 in 8-Nations U-21 invitational being played in Madrid #hockey #U21Invitational,hockey
155,#Hockey VAR is as bit weird #coygig,hockey
156,"I don’t want to see Mark Stone trader, in fact I will end up crying myself to sleep for months if it happens. But imagine Stone for Matthew Tkachuk. It would be nice to see both Tkachuks together #hockey #Stone #tradedeadline #nhl #TRADEALERT #ottawa #calgary #senators #flames",hockey
157,"#NHL #HOCKEY
2-4-2019 Today's Action:

NHL:

1* VANCOUVER CANUCKS @ PHILADELPHIA FLYERS UNDER 6 @ EVEN

Good Luck.

#NHLbets #hockeybets #hockey #SportsPicks #GamblingTwitter",hockey
158,A lot will be talked about #mnwild performance against #ourpack tonight but this isn't the reason why the Wild will miss this years playoffs. You cant go 3-12 in your final 15 home games and expect to make it. #HockeyTwitter #hockey #nhl,hockey
159,“You guys don’t  carb load?” #youngguns #hockey #younguns,hockey
160,"When I worked the lads as a hockey coach, some of boys were so broken, so worked, they could barely get their swollen feet out of their skates! #hockey #sweat #dedication #leather #usa",hockey
161,"If the hit by @CMcAvoy44 is worth a match, how many times every game SHOULD a 2 min be called?  20?  It was a 2 min penalty and got called. Good. #hockey #NHLBruins",hockey
162,Hofer holds the fort and that results in a Canada  3 - 0 lead after 40 over  #WorldJuniors #WJC #Canada #hockey,hockey
163,The @Capitals to have a good chance at the Stanley Cup #hockey,hockey
164,Im already tired of basketball  @GarySharp1620 @GarySharpShow #hockey,hockey
165,"World Juniors

Germany beat Czech Republic, Czech Republic beat Russia, Russia beat Canada, Canada Beat USA and USA beat Germany 
#WorldJuniors2020 #hockey",hockey
166,Anyone know when the training camp schedule will be released??? @Canucks #canucks #vancouver #nhl #hockey,hockey
167,I’m a big Pierre racicot guy. Great linesman #hockey,hockey
168,Congrats to @irishhockey -what an amazing finish #PackieBonner moment! Well done to  @SoftCoGroup  in supporting team - I suspect an Xmas bonus for marketing mgr @darragh_maloney @EvanneNiC @pauriclodge @sportsdes @DrGavinJennings @morningireland @RTEsport #Hockey @HockeyCanada,hockey
169,"Hopefully an easy path for Indian Men's #Hockey team in  #Tokyo2020 
as they r slated to play Russia.  Not so easy draw for women as they take on USA. 
Home advantage for #Indians becoz two-match series will played in Bhubaneswar  from Nov 1 to Nov 3 .",hockey
170,Anyone stream live #NHL #hockey games? I want to get rid of cable and just stream from now on. Want to make sure I’m able to watch this season before making any decisions. I’ll hang up and listen.,hockey
171,My new hockey season starts today! Here's hoping the fact I let myself go in the offseason doesn't come back to bite me in the butt! #Hockey #BeerLeague #ItWill,hockey
172,"The good news?  The #Gophers #hockey team is leading the #Badgers but it’s early.  The bad news?  I didn’t even know they were playing until a buddy told me, and the gophers are ranked behind #Alaska has that ever happened? @jzulgad @SKORNorth",hockey
173,I've always wondered if Pete Peeters' nickname was Petey. That would've been cool. #hockey,hockey
174,"@TheGloriousSons are playing on my Spotify, my jersey is laying out ready to go, game is still on (for now), Elliot’s in goal tonight. LETS GO FLYERS! #LetsGoFlyers #StadiumSeries #FLYERS #Hockey #PITvsPHI #Linc #FlyEaglesFly",hockey
175,"Yaaaay Marchee!! @JMarchessault18 scored his 1st career #shootout game-winning goal along w/ 37 saves from our boy #marcandrefleury 

Final Score 3-2 #GoKnightsGo
#girlchatsports #moamdmelshow #vgk #vgktalk #VGKWorldwide #VegasBorn #Hockey #NHL #vegasgoldenknights",hockey
176,Tarasenko’s injury seems to be a big step back but the guys are stepping up and winning games. Do you guys think we can keep this up without him? #hockey #tarasenko #blueshockey #NHL #stlhockey #stlsports,hockey
177,@FA need to talk to @FIH_Hockey about how to use referrals properly. Captain can refer (once in #hockey but probably more needed) refs (umpires) can ask themselves too. You also hear the conversation which is the most important bit. Each sport it works in has the conversation,hockey
178,Need help! Will swap 4 tickets for #iihf #quarterfinals #RUS vs. #USA for (I need) #CZE vs. #GER #tickets #hockey #bratislava,hockey
179,"What a great piece on @BBCBreakfast with @AlexDanson15 , fabulous advice too about head injuries. Get well soon Alex! 
#bbcnews #hockey #injuries",hockey
180,Congrats Carlos  ! Today the world has a new #Hockey player. You can be a hockey player too. It’s not to late for you. https://www.discove,hockey
181,"#Hockey is right around the corner!
#bringitbacktobillings",hockey
182,"Hi everyone! My name is Jenna, I’m 24 and a huge #Isles fan!  Watching the Isles is my happy place. I’ve decided to make an Isles twitter as a hobby to become more involved with my passion. Happy to be a part of #islescountry ! #NYI #YESYESYES #hockey @NYIslanders",hockey
183,"I would like to be a #hockey ref, does anyone knows what’s the address? The city i know it... it’s #SanJose
@GoldenKnights #VegasBorn",hockey
184,What a time @hockeybe are having. First the World Cup and now the champions of Europe. @BELRedLions #hockey,hockey
185,Great (happy) post-game interview from Sid x #hockey,hockey
186,@RussianFiveFilm is an unreal documentary about an amazing time in the NHL and the world of professional sports.  The book is amazing and the movie is just as good!  GO SEE THIS MOVIE! #NHL #Hockey #russianfive #russianfivefilm,hockey
187,Tarmac Hockey Painting in Monmouthshire #Hockey #Line #Makings #Painting #Monmouthshire,hockey
188,"Want to watch some Hockey eh? 

#hockey #maplesyrup",hockey
189,Thanks! #hockey-edu!,hockey
190,"Looking forward to a great week of hockey! NHL playoffs, Pacific District select camp, and PNW Hawks 08 tournament. Let's go!!
#nhl #usahockey #jrwinterhawks #hockey",hockey
191,The Asian half of this podcast wants to know... Where are all my Asian women hockey players at?? #HockeyIsForEveryone #HockeyTwitter #womenshockey #hockey,hockey
192,"Gotta say, patrick browns team looks a bit more intimidating, even though @PeelPoliceMedia newest chief is on the opposing team.  #PlaceYourBets #Hockey",hockey
193,The Jets defeat the Predators 5-1. #nhljets #predators #nhl #hockey,hockey
194,@Avalanche  I fucking #love you guys #hockey #playoffs #foreveravsfan #canadianavsfan #greatgame #booflamesboo ,hockey
195,"Did you know that Marian Hossa is the only player to play in three Stanley Cup Finals in a row for three different teams?
#hockey @penguins @DetroitRedWings @NHLBlackhawks",hockey
